Frequency (Hz)	Level (dB)
782.597351	-62.698322
783.270264	-63.210926
783.943176	-64.007683
784.616089	-63.445877
785.289001	-63.083542
785.961914	-63.500687
786.634827	-63.895561
787.307739	-62.683281
787.980652	-63.076973
788.653564	-62.954964
789.326477	-62.122437
789.999390	-61.692867
790.672302	-62.235023
791.345215	-61.918419
792.018127	-62.006180
792.691040	-62.397404
793.363953	-62.116474
794.036865	-62.655418
794.709778	-61.997768
795.382690	-60.993809
796.055603	-62.360912
796.728516	-63.064304
797.401428	-62.448917
798.074341	-61.919479
798.747253	-61.309464
799.420166	-61.657314
800.093079	-62.330429
800.765991	-60.987873
801.438904	-60.790714
802.111816	-60.937405
802.784729	-61.266003
803.457642	-60.512989
804.130554	-61.003525
804.803467	-61.668617
805.476379	-60.507442
806.149292	-60.094398
806.822205	-59.406342
807.495117	-59.950035
808.168030	-59.883434
808.840942	-59.927242
809.513855	-61.010368
810.186768	-61.411022
810.859680	-60.342648
811.532593	-60.472343
812.205505	-60.199722
812.878418	-60.316364
813.551331	-59.485111
814.224243	-60.350948
814.897156	-60.905697
815.570068	-59.755695
816.242981	-60.590057
816.915894	-59.872887
817.588806	-60.049755
818.261719	-59.971977
818.934631	-60.172626
819.607544	-60.925354
820.280457	-61.007553
820.953369	-61.622955
821.626282	-61.178219
822.299194	-60.211559
822.972107	-60.760059
823.645020	-60.770039
824.317932	-60.657887
824.990845	-61.009296
825.663757	-60.796696
826.336670	-59.829445
827.009583	-59.354557
827.682495	-60.030361
828.355408	-60.911724
829.028320	-61.301685
829.701233	-61.682667
830.374146	-61.530693
831.047058	-60.768032
831.719971	-60.291008
832.392883	-61.337162
833.065796	-61.988216
833.738708	-61.663975
834.411621	-61.775230
835.084534	-60.681705
835.757446	-61.565521
836.430359	-62.018627
837.103271	-62.499889
837.776184	-62.905022
838.449097	-63.465736
839.122009	-62.248184
839.794922	-61.845673
840.467834	-62.041077
841.140747	-62.373920
841.813660	-61.622795
842.486572	-61.884159
843.159485	-61.813721
843.832397	-62.841919
844.505310	-62.808647
845.178223	-62.910980
845.851135	-62.930824
846.524048	-61.883148
847.196960	-61.637058
847.869873	-63.393883
848.542786	-63.052586
849.215698	-62.139591
849.888611	-62.453110
850.561523	-63.311527
